asset_tag,serial_number,site,business_service,owner_team,lifecycle_state,vendor,model,category,purchase_date,installed_date,warranty_end
NYC-HQ-SER-3045,SRL-7DBC5AE5,NYC-HQ,Security Monitoring,Security Team,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2023-07-06,2023-10-06,2026-07-06
SYD-DC1-STO-3046,SRL-256C65C7,SYD-DC1,Voice Core,Cloud Ops,In Service,NetApp,AFF A400,Storage,2022-02-02,2022-04-02,2027-02-02
DAL-DC2-FIR-3047,SRL-5EE7BCD3,DAL-DC2,Manufacturing SCADA,Infra Ops,Decommission Planned,Fortinet,FortiGate 200F,Firewall,2017-06-25,2017-08-05,2020-06-25
DAL-DC2-SER-3048,SRL-4E09071B,DAL-DC2,Manufacturing SCADA,Data Center Ops,In Service,Dell,PowerEdge R650,Server,2021-10-22,2021-11-27,2024-10-22
NYC-HQ-SWI-3049,SRL-B9470E32,NYC-HQ,IoT Gateway,Infra Ops,Spare,HPE,Aruba 8400,Switch,2015-07-02,2015-07-18,2018-07-02
LON-DC1-SWI-3050,SRL-FB92B430,LON-DC1,Online Payments,Security Team,Retiring,Arista,7050X3-48C,Switch,2020-11-23,2020-12-17,2025-11-23
SYD-DC1-FIR-3051,SRL-2CA3C292,SYD-DC1,IoT Gateway,Security Team,Spare,Fortinet,FortiGate 200F,Firewall,2016-02-10,2016-02-11,2019-02-10
DAL-DC2-SER-3052,SRL-8F9D3176,DAL-DC2,Email & Collaboration,Platform Engineering,In Service,Dell,PowerEdge R740,Server,2020-02-09,2020-03-01,2025-02-09
TOR-DC1-SER-3053,SRL-0B0E72A0,TOR-DC1,Retail POS,Security Team,In Service,Dell,PowerEdge R740,Server,2021-07-08,2021-08-14,2026-07-08
FRA-DC3-SER-3054,SRL-3A037BE8,FRA-DC3,Customer Portal,Security Team,Spare,Dell,PowerEdge R650,Server,2019-01-02,2019-02-22,2022-01-02
TOR-DC1-SER-3055,SRL-A47D1ED9,TOR-DC1,Customer Portal,Security Team,RMA Pending,HPE,ProLiant DL380 Gen10,Server,2015-06-13,2015-06-12,2020-06-13
SYD-DC1-STO-3056,SRL-04DCC6A0,SYD-DC1,ERP Core,Data Center Ops,RMA Pending,Dell,PowerStore 500,Storage,2015-02-04,2015-03-10,2019-02-04
FRA-DC3-STO-3057,SRL-E60DF4E7,FRA-DC3,Security Monitoring,Security Team,Spare,NetApp,FAS2750,Storage,2016-04-08,2016-05-10,2020-04-08
SFO-DC2-SWI-3058,SRL-2FAB3B74,SFO-DC2,Manufacturing SCADA,Platform Engineering,In Service,HPE,Aruba 8400,Switch,2017-04-24,2017-06-22,2021-04-24
MEL-DR-FIR-3059,SRL-B90C48EE,MEL-DR,Email & Collaboration,Data Center Ops,Lab,Fortinet,FortiGate 100E,Firewall,2017-04-10,2017-05-13,2022-04-10
DAL-DC2-SWI-3060,SRL-15FC9081,DAL-DC2,Security Monitoring,Infra Ops,Retiring,Arista,7280R3-48YC6,Switch,2021-01-06,2021-02-19,2026-01-06
FRA-DC3-ROU-3061,SRL-1BD80A08,FRA-DC3,Email & Collaboration,Platform Engineering,Spare,Juniper,MX204,Router,2017-12-02,2018-02-26,2021-12-02
LON-DC1-SER-3062,SRL-C7562764,LON-DC1,Email & Collaboration,Platform Engineering,RMA Pending,Lenovo,ThinkSystem SR650,Server,2018-05-22,2018-07-17,2023-05-22
MEL-DR-SWI-3063,SRL-51CC59CE,MEL-DR,Customer Portal,Cloud Ops,Decommission Planned,Juniper,QFX5120-48Y,Switch,2020-07-27,2020-07-20,2024-07-27
SFO-DC2-FIR-3064,SRL-DD75206D,SFO-DC2,Email & Collaboration,Platform Engineering,Lab,Fortinet,FortiGate 100E,Firewall,2016-05-16,2016-06-17,2019-05-16
MEL-DR-SWI-3065,SRL-0532C96A,MEL-DR,Analytics Platform,Data Center Ops,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2021-07-10,2021-07-05,2025-07-10
AMS-HQ-FIR-3066,SRL-FDAFD8AF,AMS-HQ,IoT Gateway,Security Team,Spare,Palo Alto Networks,PA-5220,Firewall,2020-03-10,2020-05-16,2024-03-10
DAL-DC2-SWI-3067,SRL-4F976207,DAL-DC2,Email & Collaboration,Data Center Ops,Lab,Juniper,QFX5120-48Y,Switch,2020-04-18,2020-06-14,2025-04-18
DAL-DC2-STO-3068,SRL-B4A01BCB,DAL-DC2,Customer Portal,Data Center Ops,Retiring,NetApp,AFF A400,Storage,2020-12-08,2020-12-09,2024-12-08
LON-DC1-SER-3069,SRL-CB4603BA,LON-DC1,Email & Collaboration,Platform Engineering,Retiring,Dell,PowerEdge R650,Server,2019-02-11,2019-04-21,2022-02-11
SFO-DC2-SWI-3070,SRL-DD1F9D24,SFO-DC2,Voice Core,Data Center Ops,RMA Pending,Arista,7050X3-48C,Switch,2018-12-21,2019-02-13,2021-12-21
MEL-DR-FIR-3071,SRL-C384AE6B,MEL-DR,Security Monitoring,Security Team,RMA Pending,Fortinet,FortiGate 200F,Firewall,2021-09-11,2021-11-25,2026-09-11
DAL-DC2-SWI-3072,SRL-B4EAE538,DAL-DC2,Analytics Platform,Data Center Ops,Retiring,Cisco,Catalyst 9300-48P,Switch,2021-02-13,2021-04-03,2024-02-13
SGP-EDGE-SWI-3073,SRL-18477CAF,SGP-EDGE,Retail POS,Platform Engineering,Retiring,Juniper,QFX5120-48Y,Switch,2023-11-03,2024-01-06,2026-11-03
MEL-DR-SWI-3074,SRL-5BD0BF1F,MEL-DR,Analytics Platform,Data Center Ops,Retiring,Cisco,Catalyst 9606R,Switch,2016-07-26,2016-09-13,2021-07-26
LON-DC1-SWI-3075,SRL-CDF716E9,LON-DC1,Voice Core,Network Team,In Service,Juniper,QFX5120-48Y,Switch,2015-08-26,2015-09-04,2019-08-26
SFO-DC2-SER-3076,SRL-FD54CDA3,SFO-DC2,Email & Collaboration,Network Team,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2015-02-09,2015-04-27,2020-02-09
DAL-DC2-SWI-3077,SRL-73531623,DAL-DC2,Voice Core,Cloud Ops,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2023-03-13,2023-04-28,2028-03-13
LON-DC1-FIR-3078,SRL-E9B3191C,LON-DC1,ERP Core,Security Team,In Service,Fortinet,FortiGate 200F,Firewall,2021-04-19,2021-05-09,2025-04-19
DAL-DC2-ROU-3079,SRL-5B2A620D,DAL-DC2,Customer Portal,Infra Ops,RMA Pending,Juniper,MX204,Router,2017-12-19,2018-01-20,2021-12-19
SGP-EDGE-SWI-3080,SRL-756ACFD2,SGP-EDGE,IoT Gateway,Platform Engineering,Spare,HPE,Aruba 8400,Switch,2016-08-05,2016-10-01,2021-08-05
SGP-EDGE-STO-3081,SRL-96ED5709,SGP-EDGE,Online Payments,Security Team,Decommission Planned,NetApp,FAS2750,Storage,2019-09-28,2019-09-20,2024-09-28
NYC-HQ-FIR-3082,SRL-B83DE0E5,NYC-HQ,Customer Portal,Data Center Ops,Decommission Planned,Palo Alto Networks,PA-5220,Firewall,2019-10-15,2019-10-08,2024-10-15
DAL-DC2-SWI-3083,SRL-CD5EEDB6,DAL-DC2,Voice Core,Data Center Ops,In Service,Arista,7050X3-48C,Switch,2023-04-07,2023-05-01,2026-04-07
TOR-DC1-FIR-3084,SRL-77131C45,TOR-DC1,ERP Core,Network Team,In Service,Palo Alto Networks,PA-5220,Firewall,2016-03-12,2016-05-07,2019-03-12
NYC-HQ-STO-3085,SRL-95D0611A,NYC-HQ,Email & Collaboration,Data Center Ops,Spare,NetApp,FAS2750,Storage,2019-12-19,2019-12-05,2022-12-19
LON-DC1-ROU-3086,SRL-411EE4D8,LON-DC1,Analytics Platform,Security Team,Lab,Juniper,MX204,Router,2018-08-22,2018-10-25,2022-08-22
LON-DC1-FIR-3087,SRL-3DDFCEA3,LON-DC1,Security Monitoring,Cloud Ops,In Service,Fortinet,FortiGate 200F,Firewall,2015-10-18,2015-11-03,2018-10-18
SYD-DC1-STO-3088,SRL-6C80E664,SYD-DC1,ERP Core,Platform Engineering,Decommission Planned,Dell,PowerStore 500,Storage,2018-01-03,2018-02-15,2023-01-03
NYC-HQ-FIR-3089,SRL-E830E809,NYC-HQ,ERP Core,Platform Engineering,In Service,Fortinet,FortiGate 200F,Firewall,2016-01-02,2016-02-21,2021-01-02
SFO-DC2-STO-3090,SRL-DE7D498C,SFO-DC2,Online Payments,Security Team,Retiring,NetApp,AFF A400,Storage,2021-07-04,2021-09-05,2026-07-04
SYD-DC1-SWI-3091,SRL-42E9D72A,SYD-DC1,ERP Core,Cloud Ops,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2018-05-05,2018-05-02,2021-05-05
SGP-EDGE-FIR-3092,SRL-02E4A48E,SGP-EDGE,Manufacturing SCADA,Data Center Ops,Lab,Fortinet,FortiGate 200F,Firewall,2023-05-05,2023-05-22,2026-05-05
MEL-DR-SWI-3093,SRL-13E280B1,MEL-DR,Analytics Platform,Network Team,Decommission Planned,Cisco,Nexus 93180YC-FX3,Switch,2022-10-22,2022-10-16,2026-10-22
TOR-DC1-FIR-3094,SRL-9476FC43,TOR-DC1,ERP Core,Security Team,Retiring,Palo Alto Networks,PA-5220,Firewall,2015-02-11,2015-04-22,2018-02-11
NYC-HQ-SER-3095,SRL-00B72DF1,NYC-HQ,Voice Core,Network Team,Spare,Dell,PowerEdge R650,Server,2016-10-22,2016-11-13,2019-10-22
SFO-DC2-SWI-3096,SRL-D2FD6FAF,SFO-DC2,Security Monitoring,Platform Engineering,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2017-09-18,2017-09-11,2021-09-18
NYC-HQ-SWI-3097,SRL-DFF1C42C,NYC-HQ,ERP Core,Security Team,Retiring,Arista,7280R3-48YC6,Switch,2019-06-05,2019-08-17,2024-06-05
NYC-HQ-SER-3098,SRL-06037B97,NYC-HQ,Retail POS,Security Team,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2023-06-16,2023-07-16,2027-06-16
DAL-DC2-SWI-3099,SRL-130AFF65,DAL-DC2,Analytics Platform,Cloud Ops,In Service,Juniper,QFX5120-48Y,Switch,2023-02-02,2023-04-15,2027-02-02
TOR-DC1-SER-3100,SRL-44E5BC76,TOR-DC1,ERP Core,Data Center Ops,Decommission Planned,Dell,PowerEdge R740,Server,2019-03-08,2019-03-09,2022-03-08
MEL-DR-SWI-3101,SRL-292CA50D,MEL-DR,Security Monitoring,Network Team,In Service,Juniper,QFX5120-48Y,Switch,2016-06-07,2016-07-01,2019-06-07
DAL-DC2-SER-3102,SRL-4B4F5314,DAL-DC2,Retail POS,Data Center Ops,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2021-02-14,2021-04-06,2025-02-14
MEL-DR-SER-3103,SRL-CF2A3B62,MEL-DR,IoT Gateway,Security Team,Lab,HPE,ProLiant DL380 Gen10,Server,2022-12-10,2022-12-01,2025-12-10
SFO-DC2-SWI-3104,SRL-C3B48F61,SFO-DC2,IoT Gateway,Infra Ops,Decommission Planned,Cisco,Catalyst 9606R,Switch,2022-10-18,2022-12-16,2027-10-18
TOR-DC1-FIR-3105,SRL-C69A6495,TOR-DC1,Security Monitoring,Cloud Ops,Retiring,Palo Alto Networks,PA-3220,Firewall,2021-07-20,2021-08-08,2026-07-20
TOR-DC1-SWI-3106,SRL-005CF1A9,TOR-DC1,Retail POS,Security Team,In Service,Cisco,Catalyst 9300-48P,Switch,2020-02-19,2020-05-19,2025-02-19
MEL-DR-FIR-3107,SRL-55574D9E,MEL-DR,Email & Collaboration,Platform Engineering,Lab,Palo Alto Networks,PA-5220,Firewall,2018-06-12,2018-08-26,2022-06-12
SFO-DC2-SWI-3108,SRL-8E8AB525,SFO-DC2,Customer Portal,Platform Engineering,RMA Pending,Cisco,Catalyst 9606R,Switch,2022-03-13,2022-05-14,2025-03-13
MEL-DR-ROU-3109,SRL-FDA81F3E,MEL-DR,Email & Collaboration,Infra Ops,In Service,Juniper,MX204,Router,2021-01-16,2021-01-28,2026-01-16
SYD-DC1-ROU-3110,SRL-8C88B0DE,SYD-DC1,ERP Core,Infra Ops,RMA Pending,Juniper,MX204,Router,2016-04-01,2016-05-01,2021-04-01
DAL-DC2-SER-3111,SRL-DAE9859F,DAL-DC2,Customer Portal,Infra Ops,In Service,Supermicro,SYS-220U-TNR,Server,2022-02-01,2022-02-11,2027-02-01
DAL-DC2-SWI-3112,SRL-60ADBADE,DAL-DC2,Email & Collaboration,Cloud Ops,Retiring,Cisco,Nexus 93180YC-FX3,Switch,2019-02-16,2019-02-15,2024-02-16
SFO-DC2-SER-3113,SRL-AE3342D5,SFO-DC2,Online Payments,Platform Engineering,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2018-09-24,2018-09-20,2021-09-24
MEL-DR-SER-3114,SRL-C5086342,MEL-DR,Customer Portal,Security Team,Spare,Dell,PowerEdge R650,Server,2023-03-06,2023-04-08,2028-03-06
SFO-DC2-ROU-3115,SRL-284FE253,SFO-DC2,Security Monitoring,Network Team,Retiring,Juniper,MX204,Router,2022-06-28,2022-06-01,2027-06-28
LON-DC1-STO-3116,SRL-93BBFED9,LON-DC1,IoT Gateway,Cloud Ops,Retiring,Dell,PowerStore 500,Storage,2019-01-01,2019-02-15,2022-01-01
SYD-DC1-STO-3117,SRL-820A803F,SYD-DC1,Manufacturing SCADA,Infra Ops,Decommission Planned,Dell,PowerStore 500,Storage,2016-04-12,2016-04-07,2021-04-12
NYC-HQ-SWI-3118,SRL-3EBFBFC5,NYC-HQ,Analytics Platform,Infra Ops,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2020-04-11,2020-06-17,2023-04-11
SFO-DC2-SWI-3119,SRL-8896E253,SFO-DC2,Manufacturing SCADA,Cloud Ops,Spare,Cisco,Catalyst 9300-48P,Switch,2021-05-04,2021-06-02,2025-05-04
FRA-DC3-SER-3120,SRL-44367912,FRA-DC3,Online Payments,Cloud Ops,Decommission Planned,Supermicro,SYS-220U-TNR,Server,2018-01-05,2018-03-24,2021-01-05
NYC-HQ-STO-3121,SRL-8BF66301,NYC-HQ,Online Payments,Infra Ops,In Service,Dell,PowerStore 500,Storage,2019-12-11,2020-01-22,2023-12-11
NYC-HQ-SER-3122,SRL-B9ECC68F,NYC-HQ,Retail POS,Infra Ops,Spare,Supermicro,SYS-220U-TNR,Server,2016-11-09,2016-12-25,2020-11-09
FRA-DC3-SER-3123,SRL-3A56221D,FRA-DC3,Email & Collaboration,Platform Engineering,Lab,Dell,PowerEdge R650,Server,2023-01-06,2023-01-26,2028-01-06
FRA-DC3-SWI-3124,SRL-E9F296F6,FRA-DC3,Manufacturing SCADA,Cloud Ops,Spare,Cisco,Catalyst 9300-48P,Switch,2021-04-25,2021-05-21,2025-04-25
FRA-DC3-SWI-3125,SRL-EA5EC4E1,FRA-DC3,Online Payments,Data Center Ops,Spare,Arista,7280R3-48YC6,Switch,2023-10-25,2023-10-21,2028-10-25
SFO-DC2-STO-3126,SRL-4A8CFF08,SFO-DC2,ERP Core,Security Team,RMA Pending,Dell,PowerStore 500,Storage,2022-05-08,2022-07-09,2027-05-08
TOR-DC1-STO-3127,SRL-B1C7E8E4,TOR-DC1,Online Payments,Infra Ops,Lab,NetApp,AFF A400,Storage,2020-06-16,2020-07-15,2025-06-16
TOR-DC1-STO-3128,SRL-AD34E701,TOR-DC1,Security Monitoring,Data Center Ops,In Service,NetApp,AFF A400,Storage,2019-03-19,2019-03-01,2023-03-19
TOR-DC1-SWI-3129,SRL-A6B9080B,TOR-DC1,Email & Collaboration,Cloud Ops,RMA Pending,Cisco,Nexus 93180YC-FX3,Switch,2019-06-05,2019-08-21,2024-06-05
FRA-DC3-SWI-3130,SRL-9792ECBD,FRA-DC3,Email & Collaboration,Network Team,Decommission Planned,Cisco,Catalyst 9606R,Switch,2015-07-11,2015-09-14,2019-07-11
LON-DC1-FIR-3131,SRL-AF1C4495,LON-DC1,Analytics Platform,Platform Engineering,Lab,Palo Alto Networks,PA-3220,Firewall,2022-01-03,2022-03-04,2026-01-03
SFO-DC2-SWI-3132,SRL-43E1A635,SFO-DC2,Voice Core,Platform Engineering,In Service,Juniper,QFX5120-48Y,Switch,2021-11-18,2021-11-08,2025-11-18
TOR-DC1-FIR-3133,SRL-827372E6,TOR-DC1,Manufacturing SCADA,Network Team,Spare,Palo Alto Networks,PA-3220,Firewall,2018-11-01,2019-01-16,2022-11-01
LON-DC1-STO-3134,SRL-F73EAAAA,LON-DC1,Voice Core,Data Center Ops,Decommission Planned,Dell,PowerStore 500,Storage,2017-11-20,2018-01-20,2021-11-20
SGP-EDGE-SER-3135,SRL-0C565B01,SGP-EDGE,Security Monitoring,Platform Engineering,Decommission Planned,HPE,ProLiant DL380 Gen10,Server,2020-01-18,2020-02-06,2025-01-18
SFO-DC2-ROU-3136,SRL-9D29E0C9,SFO-DC2,Analytics Platform,Data Center Ops,Spare,Juniper,MX204,Router,2017-04-10,2017-06-25,2020-04-10
SYD-DC1-SER-3137,SRL-52CA50E8,SYD-DC1,Security Monitoring,Network Team,Decommission Planned,Dell,PowerEdge R650,Server,2019-02-24,2019-03-18,2023-02-24
LON-DC1-FIR-3138,SRL-389B7693,LON-DC1,Email & Collaboration,Cloud Ops,In Service,Fortinet,FortiGate 100E,Firewall,2023-06-11,2023-08-19,2027-06-11
TOR-DC1-SER-3139,SRL-7ED6D13B,TOR-DC1,Online Payments,Platform Engineering,Spare,Lenovo,ThinkSystem SR650,Server,2021-01-06,2021-02-21,2024-01-06
MEL-DR-SWI-3140,SRL-91731D84,MEL-DR,Voice Core,Network Team,Spare,HPE,Aruba 8400,Switch,2018-11-05,2019-01-06,2022-11-05
TOR-DC1-SWI-3141,SRL-6BBDAB0C,TOR-DC1,Security Monitoring,Infra Ops,Spare,Juniper,QFX5120-48Y,Switch,2016-06-21,2016-08-11,2019-06-21
FRA-DC3-ROU-3142,SRL-44EF6024,FRA-DC3,Email & Collaboration,Security Team,In Service,Juniper,MX204,Router,2015-03-20,2015-05-25,2019-03-20
SFO-DC2-SWI-3143,SRL-BD2D6135,SFO-DC2,Retail POS,Cloud Ops,In Service,Arista,7280R3-48YC6,Switch,2017-02-16,2017-03-05,2020-02-16
TOR-DC1-FIR-3144,SRL-5F6A9110,TOR-DC1,Customer Portal,Security Team,In Service,Fortinet,FortiGate 200F,Firewall,2016-07-15,2016-09-06,2019-07-15
NYC-HQ-STO-3145,SRL-EBE2A2B3,NYC-HQ,IoT Gateway,Data Center Ops,Spare,NetApp,FAS2750,Storage,2017-07-13,2017-09-12,2020-07-13
AMS-HQ-SER-3146,SRL-597AD77D,AMS-HQ,Online Payments,Platform Engineering,Spare,Dell,PowerEdge R650,Server,2020-01-07,2020-01-04,2023-01-07
TOR-DC1-FIR-3147,SRL-D82FF458,TOR-DC1,Customer Portal,Cloud Ops,In Service,Fortinet,FortiGate 200F,Firewall,2023-06-01,2023-07-04,2026-06-01
SYD-DC1-STO-3148,SRL-63CA0F66,SYD-DC1,Email & Collaboration,Network Team,RMA Pending,NetApp,FAS2750,Storage,2015-02-19,2015-03-01,2020-02-19
LON-DC1-SWI-3149,SRL-AD332DE5,LON-DC1,Analytics Platform,Infra Ops,Retiring,Juniper,QFX5120-48Y,Switch,2022-10-16,2022-10-08,2027-10-16
SYD-DC1-SWI-3150,SRL-011AB62F,SYD-DC1,Online Payments,Network Team,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2017-12-19,2018-01-14,2021-12-19
NYC-HQ-FIR-3151,SRL-6915159F,NYC-HQ,Email & Collaboration,Security Team,Spare,Fortinet,FortiGate 100E,Firewall,2021-12-23,2022-01-10,2026-12-23
AMS-HQ-FIR-3152,SRL-C26C3641,AMS-HQ,ERP Core,Cloud Ops,RMA Pending,Palo Alto Networks,PA-3220,Firewall,2020-10-10,2020-10-20,2025-10-10
AMS-HQ-SWI-3153,SRL-BD712EE1,AMS-HQ,Retail POS,Cloud Ops,Spare,Juniper,QFX5120-48Y,Switch,2015-05-26,2015-06-22,2020-05-26
LON-DC1-SWI-3154,SRL-26F520C4,LON-DC1,Customer Portal,Data Center Ops,Spare,Cisco,Catalyst 9606R,Switch,2021-11-21,2022-01-02,2025-11-21
FRA-DC3-FIR-3155,SRL-CA780DC4,FRA-DC3,ERP Core,Infra Ops,Lab,Palo Alto Networks,PA-5220,Firewall,2019-08-24,2019-09-12,2022-08-24
AMS-HQ-STO-3156,SRL-29D03443,AMS-HQ,Online Payments,Data Center Ops,In Service,Dell,PowerStore 500,Storage,2019-06-07,2019-08-07,2024-06-07
NYC-HQ-SER-3157,SRL-14B66A6E,NYC-HQ,ERP Core,Data Center Ops,Decommission Planned,Lenovo,ThinkSystem SR650,Server,2021-07-23,2021-09-27,2025-07-23
SYD-DC1-SER-3158,SRL-7FA291B3,SYD-DC1,IoT Gateway,Security Team,RMA Pending,Lenovo,ThinkSystem SR650,Server,2021-02-05,2021-02-18,2026-02-05
SFO-DC2-FIR-3159,SRL-0B035CBA,SFO-DC2,Manufacturing SCADA,Network Team,RMA Pending,Fortinet,FortiGate 100E,Firewall,2022-09-02,2022-11-04,2027-09-02
NYC-HQ-SER-3160,SRL-BE92981E,NYC-HQ,Retail POS,Network Team,Spare,Dell,PowerEdge R650,Server,2018-02-22,2018-02-18,2022-02-22
AMS-HQ-SWI-3161,SRL-302171A2,AMS-HQ,Manufacturing SCADA,Data Center Ops,Decommission Planned,Cisco,Catalyst 9300-48P,Switch,2021-11-27,2022-01-10,2026-11-27
DAL-DC2-SER-3162,SRL-4436AB08,DAL-DC2,Analytics Platform,Infra Ops,Spare,Dell,PowerEdge R650,Server,2017-04-22,2017-06-06,2020-04-22
FRA-DC3-SWI-3163,SRL-561207D9,FRA-DC3,IoT Gateway,Cloud Ops,Spare,Cisco,Catalyst 9606R,Switch,2017-07-27,2017-09-15,2022-07-27
SGP-EDGE-SWI-3164,SRL-CB5ABB02,SGP-EDGE,Manufacturing SCADA,Infra Ops,Decommission Planned,Juniper,QFX5120-48Y,Switch,2022-02-03,2022-03-19,2025-02-03
TOR-DC1-SWI-3165,SRL-853AA013,TOR-DC1,Security Monitoring,Security Team,In Service,Cisco,Nexus 93180YC-FX3,Switch,2015-12-08,2016-02-16,2019-12-08
LON-DC1-SER-3166,SRL-839D3FF2,LON-DC1,Retail POS,Cloud Ops,Retiring,Dell,PowerEdge R650,Server,2018-12-23,2018-12-14,2021-12-23
SFO-DC2-STO-3167,SRL-0DC567AF,SFO-DC2,Security Monitoring,Platform Engineering,Lab,Dell,PowerStore 500,Storage,2023-07-13,2023-09-13,2026-07-13
SFO-DC2-ROU-3168,SRL-35153075,SFO-DC2,Voice Core,Cloud Ops,RMA Pending,Juniper,MX204,Router,2016-08-22,2016-10-14,2019-08-22
AMS-HQ-SWI-3169,SRL-5B8B233D,AMS-HQ,Email & Collaboration,Infra Ops,Retiring,Cisco,Catalyst 9606R,Switch,2020-04-17,2020-04-16,2023-04-17
NYC-HQ-SWI-3170,SRL-D5943229,NYC-HQ,ERP Core,Infra Ops,RMA Pending,Cisco,Catalyst 9300-48P,Switch,2021-06-06,2021-08-10,2025-06-06
SGP-EDGE-SWI-3171,SRL-DCCD33A1,SGP-EDGE,Customer Portal,Platform Engineering,Decommission Planned,Juniper,QFX5120-48Y,Switch,2020-02-26,2020-02-26,2024-02-26
SFO-DC2-SWI-3172,SRL-905E62CD,SFO-DC2,Security Monitoring,Infra Ops,Lab,Juniper,QFX5120-48Y,Switch,2018-08-27,2018-09-25,2023-08-27
DAL-DC2-SER-3173,SRL-2D0E0796,DAL-DC2,IoT Gateway,Platform Engineering,Retiring,Lenovo,ThinkSystem SR650,Server,2021-05-17,2021-07-23,2026-05-17
SGP-EDGE-SER-3174,SRL-F6727474,SGP-EDGE,Retail POS,Platform Engineering,Spare,HPE,ProLiant DL380 Gen10,Server,2019-10-10,2019-11-09,2022-10-10
SYD-DC1-SER-3175,SRL-1C2AF4BD,SYD-DC1,Security Monitoring,Platform Engineering,RMA Pending,Dell,PowerEdge R650,Server,2020-01-14,2020-03-10,2023-01-14
TOR-DC1-STO-3176,SRL-DE2EF27C,TOR-DC1,Email & Collaboration,Infra Ops,Decommission Planned,NetApp,AFF A400,Storage,2020-02-05,2020-02-21,2024-02-05
SFO-DC2-SER-3177,SRL-D8D2D71A,SFO-DC2,Voice Core,Platform Engineering,RMA Pending,Lenovo,ThinkSystem SR650,Server,2017-10-08,2017-11-28,2022-10-08
SYD-DC1-SWI-3178,SRL-BFAF43CF,SYD-DC1,Retail POS,Platform Engineering,Retiring,HPE,Aruba 8400,Switch,2019-11-09,2019-11-08,2022-11-09
SFO-DC2-SWI-3179,SRL-4BA5CF22,SFO-DC2,Retail POS,Network Team,Lab,Arista,7050X3-48C,Switch,2020-01-06,2020-01-06,2023-01-06
SGP-EDGE-SWI-3180,SRL-9B1F5E39,SGP-EDGE,Voice Core,Platform Engineering,Retiring,Cisco,Catalyst 9300-48P,Switch,2019-06-16,2019-08-10,2023-06-16
SFO-DC2-FIR-3181,SRL-19ED2910,SFO-DC2,IoT Gateway,Network Team,Retiring,Fortinet,FortiGate 200F,Firewall,2015-08-01,2015-09-07,2018-08-01
TOR-DC1-FIR-3182,SRL-2BB2DE5E,TOR-DC1,Manufacturing SCADA,Security Team,In Service,Fortinet,FortiGate 200F,Firewall,2022-09-22,2022-09-22,2025-09-22
LON-DC1-SER-3183,SRL-E6A269C1,LON-DC1,Voice Core,Data Center Ops,RMA Pending,Dell,PowerEdge R650,Server,2015-10-23,2015-11-09,2019-10-23
NYC-HQ-SWI-3184,SRL-6E254FBC,NYC-HQ,Email & Collaboration,Platform Engineering,Decommission Planned,Arista,7280R3-48YC6,Switch,2015-07-07,2015-09-09,2020-07-07
LON-DC1-SWI-3185,SRL-C9666BE9,LON-DC1,Customer Portal,Cloud Ops,Decommission Planned,HPE,Aruba 8400,Switch,2015-02-03,2015-02-02,2018-02-03
SYD-DC1-SER-3186,SRL-70CCC524,SYD-DC1,Online Payments,Data Center Ops,RMA Pending,Supermicro,SYS-220U-TNR,Server,2019-09-09,2019-09-07,2023-09-09
SGP-EDGE-SWI-3187,SRL-6C7F9701,SGP-EDGE,Manufacturing SCADA,Security Team,Spare,HPE,Aruba 8400,Switch,2021-08-22,2021-10-17,2025-08-22
SYD-DC1-STO-3188,SRL-D6DB9AD7,SYD-DC1,Manufacturing SCADA,Security Team,RMA Pending,NetApp,AFF A400,Storage,2021-08-24,2021-08-16,2026-08-24
LON-DC1-ROU-3189,SRL-4739E2B3,LON-DC1,Email & Collaboration,Network Team,Lab,Juniper,MX204,Router,2019-07-20,2019-07-19,2022-07-20
FRA-DC3-STO-3190,SRL-A42EE2A4,FRA-DC3,IoT Gateway,Platform Engineering,Lab,NetApp,FAS2750,Storage,2015-02-28,2015-03-04,2018-02-28
SGP-EDGE-STO-3191,SRL-C5BAE054,SGP-EDGE,Retail POS,Infra Ops,In Service,NetApp,FAS2750,Storage,2018-06-02,2018-06-12,2021-06-02
NYC-HQ-SER-3192,SRL-F220BCE8,NYC-HQ,IoT Gateway,Infra Ops,Decommission Planned,Dell,PowerEdge R740,Server,2022-06-26,2022-08-15,2027-06-26
SYD-DC1-SER-3193,SRL-73E1E9F7,SYD-DC1,Manufacturing SCADA,Network Team,Spare,Supermicro,SYS-220U-TNR,Server,2023-10-21,2023-10-07,2027-10-21
SGP-EDGE-SWI-3194,SRL-A98BEE58,SGP-EDGE,ERP Core,Network Team,Lab,Cisco,Nexus 93180YC-FX3,Switch,2019-04-03,2019-05-27,2023-04-03
DAL-DC2-SWI-3195,SRL-C6CF53F9,DAL-DC2,Manufacturing SCADA,Infra Ops,In Service,HPE,Aruba 8400,Switch,2020-04-17,2020-04-12,2024-04-17
